,userId,productId
166,user49,7
167,user49,40
168,user50,10
169,user50,32
170,user50,40
171,user51,17
172,user51,97
173,user51,97
174,user51,42
175,user51,22
176,user52,193
177,user52,202
178,user52,259
179,user52,269
180,user53,211
181,user53,196
182,user54,17
183,user54,71
184,user54,15
185,user54,66
186,user54,15
187,user55,209
188,user55,205
189,user55,203
190,user56,2
191,user56,52
192,user56,41
193,user56,29
194,user56,31
195,user57,210
196,user57,204
197,user57,220
198,user57,256
199,user58,268
200,user58,216
201,user58,211
202,user58,214
203,user58,245
204,user59,225
205,user59,211
206,user59,194
207,user59,192
208,user60,225
209,user60,190
210,user60,220
211,user60,194
212,user61,4
213,user61,63
214,user61,19
215,user61,32
216,user62,106
217,user62,104
218,user62,112
219,user62,183
220,user62,154
221,user63,207
222,user63,261
223,user63,266
224,user64,200
225,user64,201
226,user64,220
227,user65,102
228,user65,149
229,user66,7
230,user66,22
231,user66,36
232,user66,63
233,user67,201
234,user67,190
235,user67,262
236,user68,22
237,user68,69
238,user69,207
239,user69,269
240,user69,206
241,user70,213
242,user70,250
243,user70,216
244,user70,206
245,user71,4
246,user71,19
247,user71,69
248,user71,52
249,user72,268
250,user72,216
251,user73,267
252,user73,195
253,user73,197
254,user74,25
255,user74,82
256,user75,191
257,user75,269
258,user75,223
259,user76,211
260,user76,269
261,user76,262
262,user76,211
263,user76,257
264,user77,99
265,user77,98
266,user77,159
267,user77,166
268,user77,177
269,user78,196
270,user78,206
271,user79,24
272,user79,33
273,user79,3
274,user80,197
275,user80,198
276,user80,192
277,user81,99
278,user81,165
279,user81,108
280,user82,269
281,user82,225
282,user82,216
283,user82,191
284,user83,2
285,user83,26
286,user83,49
287,user83,27
288,user83,44
289,user84,1
290,user84,83
291,user84,19
292,user84,26
293,user85,104
294,user85,149
295,user86,106
296,user86,165
297,user86,112
298,user86,172
299,user87,21
300,user87,85
301,user87,78
302,user88,218
303,user88,194
304,user88,214
305,user88,191
306,user89,216
307,user89,209
308,user89,218
309,user89,245
310,user89,206
311,user90,263
312,user90,207
313,user91,192
314,user91,206
315,user91,194
316,user91,213
317,user92,1
318,user92,21
319,user92,59
320,user92,85
321,user92,82
322,user93,211
323,user93,264
324,user93,211
325,user93,219
326,user94,10
327,user94,84
328,user95,16
329,user95,19
330,user95,45
331,user95,79
332,user95,10
333,user96,264
334,user96,197
335,user96,214
336,user97,15
337,user97,48
338,user97,7
339,user97,41
340,user97,18
341,user98,264
342,user98,265
343,user98,219
344,user98,235
345,user98,224
346,user99,212
347,user99,267
348,user99,221
349,user100,213
350,user100,201
351,user101,11
352,user101,48
353,user101,17
354,user101,11
355,user102,204
356,user102,253
357,user102,213
358,user102,200
359,user103,7
360,user103,61
361,user104,225
362,user104,266
363,user104,199
364,user105,109
365,user105,145
366,user106,266
367,user106,194
368,user106,223
369,user106,216
370,user107,25
371,user107,37
372,user108,105
373,user108,125
374,user108,145
375,user108,109
376,user108,162
377,user109,202
378,user109,256
379,user109,258
380,user110,17
381,user110,96
382,user110,15
383,user111,196
384,user111,223
385,user111,204
386,user111,208
387,user111,222
388,user112,206
389,user112,217
390,user112,202
391,user112,203
392,user113,222
393,user113,236
394,user114,221
395,user114,249
396,user115,109
397,user115,161
398,user116,214
399,user116,239
400,user116,217
401,user117,12
402,user117,85
403,user117,80
404,user117,60
405,user118,263
406,user118,218
407,user118,202
408,user118,215
409,user119,105
410,user119,168
411,user119,116
412,user119,182
413,user120,15
414,user120,29
415,user120,32
416,user120,27
417,user121,220
418,user121,203
419,user121,222
420,user121,240
421,user121,225
422,user122,196
423,user122,215
424,user122,225
425,user123,99
426,user123,188
427,user124,213
428,user124,251
429,user125,19
430,user125,49
431,user125,20
432,user125,46
433,user126,212
434,user126,196
435,user126,196
436,user126,204
437,user126,206
438,user127,208
439,user127,223
440,user127,217
441,user127,199
442,user128,195
443,user128,217
444,user128,220
445,user128,223
446,user129,190
447,user129,203
448,user130,195
449,user130,197
450,user131,219
451,user131,229
452,user131,269
453,user131,206
454,user131,196
455,user132,11
456,user132,94
457,user132,49
458,user133,210
459,user133,204
460,user133,211
461,user133,225
462,user134,4
463,user134,61
464,user134,9
465,user134,52
466,user134,27
467,user135,223
468,user135,223
469,user135,213
470,user136,11
471,user136,24
472,user136,11
473,user136,3
474,user136,15
475,user137,10
476,user137,49
477,user137,19
478,user138,190
479,user138,265
480,user138,214
481,user138,199
482,user138,215
483,user139,224
484,user139,222
485,user139,221
486,user139,203
487,user140,207
488,user140,253
489,user140,267
490,user140,202
491,user141,204
492,user141,208
493,user141,203
494,user141,252
495,user142,17
496,user142,36
497,user142,63
498,user143,204
499,user143,219
500,user144,98
501,user144,99
502,user145,190
503,user145,198
504,user145,192
505,user146,204
506,user146,198
507,user146,257
508,user147,190
509,user147,213
510,user147,264
511,user147,194
512,user147,200
513,user148,24
514,user148,69
515,user148,48
516,user148,24
517,user149,190
518,user149,264
519,user149,199
520,user150,2
521,user150,63
522,user150,81
523,user150,25
524,user150,86
525,user151,3
526,user151,26
527,user151,66
528,user151,33
529,user152,269
530,user152,268
531,user153,100
532,user153,181
533,user153,101
534,user154,218
535,user154,198
536,user154,235
537,user155,217
538,user155,203
539,user155,222
540,user156,201
541,user156,197
542,user156,207
543,user156,250
544,user156,265
545,user157,11
546,user157,24
547,user157,71
548,user158,104
549,user158,163
550,user158,177
551,user158,120
552,user158,138
553,user159,8
554,user159,82
555,user159,1
556,user159,29
557,user160,11
558,user160,30
559,user160,43
560,user160,43
561,user161,100
562,user161,129
563,user161,180
564,user162,194
565,user162,262
566,user162,264
567,user162,196
568,user162,216
569,user163,3
570,user163,39
571,user163,28
572,user163,18
573,user164,200
574,user164,265
575,user164,266
576,user164,210
577,user165,190
578,user165,265
579,user165,266
580,user166,221
581,user166,209
582,user166,207
583,user167,208
584,user167,213
585,user168,268
586,user168,264
587,user169,267
588,user169,195
589,user170,194
590,user170,190
591,user171,221
592,user171,249
593,user172,2
594,user172,1
595,user172,59
596,user172,46
597,user173,267
598,user173,194
599,user173,202
600,user173,223
601,user173,201
602,user174,102
603,user174,110
604,user174,139
605,user175,2
606,user175,27
607,user175,46
608,user175,40
609,user176,204
610,user176,217
611,user176,208
612,user176,203
613,user177,19
614,user177,63
615,user177,25
616,user178,19
617,user178,42
618,user178,81
619,user178,28
620,user178,79
621,user179,198
622,user179,215
623,user179,263
624,user179,214
625,user179,205
626,user180,2
627,user180,36
628,user180,37
629,user181,18
630,user181,41
631,user181,74
632,user181,52
633,user182,106
634,user182,153
635,user183,9
636,user183,89
637,user184,105
638,user184,188
639,user185,2
640,user185,39
641,user186,11
642,user186,52
643,user186,95
644,user187,104
645,user187,146
646,user187,103
647,user188,5
648,user188,63
649,user188,52
650,user188,94
651,user188,22
652,user189,197
653,user189,190
654,user189,224
655,user189,210
656,user190,214
657,user190,206
658,user190,223
659,user191,222
660,user191,190
661,user191,248
662,user191,266
663,user192,201
664,user192,193
665,user192,196
666,user192,219
667,user193,8
668,user193,88
669,user194,221
670,user194,264
671,user194,210
672,user194,245
673,user195,98
674,user195,102
675,user195,161
676,user195,156
677,user195,110
678,user196,5
679,user196,55
680,user196,94
681,user196,28
682,user197,216
683,user197,211
684,user197,200
685,user197,193
686,user197,197
687,user198,263
688,user198,266
689,user198,264
690,user199,20
691,user199,81
692,user200,210
693,user200,225
694,user200,265
695,user200,223
696,user200,197
697,user201,106
698,user201,129
699,user202,15
700,user202,90
701,user202,40
702,user203,194
703,user203,202
704,user203,225
705,user203,224
706,user203,268
707,user204,203
708,user204,211
709,user204,204
710,user205,211
711,user205,218
712,user205,218
713,user205,191
714,user206,211
715,user206,260
716,user207,7
717,user207,44
718,user207,27
719,user207,34
720,user208,11
721,user208,55
722,user208,17
723,user208,15
724,user208,66
725,user209,209
726,user209,262
727,user209,223
728,user209,268
729,user210,205
730,user210,190
731,user210,218
732,user210,212
733,user211,105
734,user211,138
735,user211,182
736,user211,120
737,user211,184
738,user212,4
739,user212,44
740,user212,27
741,user212,45
742,user212,85
743,user213,266
744,user213,213
745,user214,212
746,user214,213
747,user214,195
748,user214,204
749,user215,262
750,user215,212
751,user215,224
752,user215,212
753,user215,266
754,user216,205
755,user216,202
756,user216,220
757,user217,20
758,user217,41
759,user217,75
760,user217,93
761,user217,8
762,user218,7
763,user218,95
764,user218,31
765,user218,47
766,user219,22
767,user219,7
768,user219,63
769,user220,197
770,user220,193
771,user220,213
772,user220,191
773,user221,101
774,user221,160
775,user222,193
776,user222,198
777,user222,267
778,user222,192
779,user222,193
780,user223,208
781,user223,215
782,user223,207
783,user223,262
784,user223,218
785,user224,205
786,user224,203
787,user224,250
788,user225,11
789,user225,96
790,user226,191
791,user226,197
792,user227,205
793,user227,256
794,user227,194
795,user227,206
796,user227,217
797,user228,104
798,user228,182
799,user228,169
800,user229,15
801,user229,96
802,user229,59
803,user230,18
804,user230,71
805,user230,66
806,user231,106
807,user231,120
808,user231,126
809,user232,8
810,user232,31
811,user232,16
812,user233,191
813,user233,193
814,user234,15
815,user234,45
816,user234,96
817,user234,45
818,user234,17
819,user235,269
820,user235,225
821,user236,5
822,user236,36
823,user236,27
824,user237,25
825,user237,84
826,user237,89
827,user237,10
828,user238,263
829,user238,198
830,user239,13
831,user239,66
832,user239,37
833,user240,267
834,user240,225
835,user240,218
836,user241,101
837,user241,152
838,user241,111
839,user242,201
840,user242,195
841,user242,225
842,user243,5
843,user243,24
844,user243,90
845,user243,60
846,user244,15
847,user244,43
848,user244,32
849,user244,40
850,user244,30
851,user245,190
852,user245,197
853,user245,205
854,user245,256
855,user245,213
856,user246,211
857,user246,202
858,user247,98
859,user247,169
860,user248,13
861,user248,85
862,user249,2
863,user249,49
864,user249,80
865,user249,1
866,user249,10
867,user250,103
868,user250,139
869,user250,159
870,user250,127
871,user251,22
872,user251,22
873,user251,33
874,user252,223
875,user252,219
876,user252,197
877,user253,198
878,user253,265
879,user253,204
880,user253,202
881,user253,216
882,user254,200
883,user254,192
884,user254,214
885,user255,15
886,user255,15
887,user255,31
888,user256,269
889,user256,264
890,user256,193
891,user257,204
892,user257,256
893,user257,202
894,user257,250
895,user257,198
896,user258,105
897,user258,118
898,user259,107
899,user259,170
900,user259,149
901,user259,142
902,user260,106
903,user260,152
904,user260,147
905,user260,136
906,user260,180
907,user261,9
908,user261,71
909,user262,21
910,user262,89
911,user262,36
912,user262,75
913,user262,71
914,user263,206
915,user263,269
916,user263,215
917,user263,263
918,user264,16
919,user264,42
920,user265,262
921,user265,212
922,user265,257
923,user265,257
924,user266,215
925,user266,206
926,user266,240
927,user267,9
928,user267,78
929,user267,39
930,user267,21
931,user267,84
932,user268,265
933,user268,196
934,user269,218
935,user269,242
936,user269,224
937,user270,102
938,user270,157
939,user270,144
940,user271,223
941,user271,234
942,user271,191
943,user272,218
944,user272,192
945,user272,214
946,user273,219
947,user273,195
948,user274,262
949,user274,211
950,user274,218
951,user275,9
952,user275,14
953,user276,208
954,user276,218
955,user277,106
956,user277,153
957,user277,158
958,user277,157
959,user277,144
960,user278,17
961,user278,95
962,user278,63
963,user278,39
964,user279,103
965,user279,117
966,user279,164
967,user280,197
968,user280,262
969,user281,15
970,user281,42
971,user281,28
972,user281,43
973,user282,22
974,user282,33
975,user282,41
976,user282,71
977,user283,105
978,user283,184
979,user284,223
980,user284,249
981,user284,224
982,user284,228
983,user284,204
984,user285,217
985,user285,235
986,user285,211
987,user286,108
988,user286,154
989,user287,191
990,user287,191
991,user287,218
992,user287,264
993,user287,236
994,user288,265
995,user288,205
996,user288,220
997,user288,255
998,user289,20
999,user289,37
1000,user289,32
1001,user289,85
1002,user289,44
1003,user290,223
1004,user290,194
1005,user290,212
1006,user290,233
1007,user291,17
1008,user291,48
1009,user291,61
1010,user291,11
1011,user292,213
1012,user292,205
1013,user292,253
1014,user292,195
1015,user293,198
1016,user293,216
1017,user294,17
1018,user294,61
1019,user294,32
1020,user294,66
1021,user294,76
1022,user295,215
1023,user295,267
1024,user295,209
1025,user295,230
1026,user296,104
1027,user296,185
1028,user297,203
1029,user297,261
1030,user297,223
1031,user298,206
1032,user298,253
1033,user298,203
1034,user298,215
1035,user299,219
1036,user299,224
1037,user300,204
1038,user300,195
1039,user300,207
1040,user300,203
1041,user301,207
1042,user301,204
1043,user302,198
1044,user302,200
1045,user302,216
1046,user302,233
1047,user302,201
1048,user303,98
1049,user303,120
1050,user303,149
1051,user304,221
1052,user304,198
1053,user304,205
1054,user304,242
1055,user305,20
1056,user305,89
1057,user305,55
1058,user306,191
1059,user306,191
1060,user306,206
1061,user307,198
1062,user307,262
1063,user307,268
1064,user307,196
1065,user307,224
1066,user308,199
1067,user308,215
1068,user308,201
1069,user308,226
1070,user309,109
1071,user309,161
1072,user309,185
1073,user309,100
1074,user309,118
1075,user310,22
1076,user310,17
1077,user310,17
1078,user310,39
1079,user310,47
1080,user311,199
1081,user311,214
1082,user311,215
1083,user311,248
1084,user311,207
1085,user312,215
1086,user312,190
1087,user313,222
1088,user313,215
1089,user313,202
1090,user313,220
1091,user314,16
1092,user314,13
1093,user314,80
1094,user314,9
1095,user314,30
1096,user315,221
1097,user315,269
1098,user316,10
1099,user316,14
1100,user316,36
1101,user317,18
1102,user317,17
1103,user317,5
1104,user317,91
1105,user318,25
1106,user318,25
1107,user318,27
1108,user318,32
1109,user319,203
1110,user319,266
1111,user320,19
1112,user320,10
1113,user320,49
1114,user321,108
1115,user321,178
1116,user321,177
1117,user321,120
1118,user321,167
1119,user322,13
1120,user322,54
1121,user322,21
1122,user323,8
1123,user323,92
1124,user324,199
1125,user324,222
1126,user325,107
1127,user325,166
1128,user325,150
1129,user326,9
1130,user326,43
1131,user327,268
1132,user327,198
1133,user327,221
1134,user327,239
1135,user328,4
1136,user328,20
1137,user329,190
1138,user329,200
1139,user329,266
1140,user329,198
1141,user329,224
1142,user330,264
1143,user330,225
1144,user331,203
1145,user331,267
1146,user331,253
1147,user331,213
1148,user332,267
1149,user332,199
1150,user332,268
1151,user332,210
1152,user333,219
1153,user333,264
1154,user334,192
1155,user334,196
1156,user335,17
1157,user335,32
1158,user336,199
1159,user336,222
1160,user337,99
1161,user337,113
1162,user337,172
1163,user338,225
1164,user338,221
1165,user338,210
1166,user338,208
1167,user338,221
1168,user339,99
1169,user339,128
1170,user339,167
1171,user339,173
1172,user340,202
1173,user340,265
1174,user341,201
1175,user341,193
1176,user341,225
1177,user341,217
1178,user342,13
1179,user342,49
1180,user342,1
1181,user342,8
1182,user343,207
1183,user343,219
1184,user343,259
1185,user343,219
1186,user344,108
1187,user344,147
1188,user344,109
1189,user344,155
1190,user344,166
1191,user345,268
1192,user345,266
1193,user345,215
1194,user345,199
1195,user345,224
1196,user346,213
1197,user346,267
1198,user346,198
1199,user347,25
1200,user347,63
1201,user348,195
1202,user348,193
1203,user349,216
1204,user349,262
1205,user349,262
1206,user349,215
1207,user350,203
1208,user350,212
1209,user350,209
1210,user350,220
1211,user350,220
1212,user351,216
1213,user351,233
1214,user351,232
1215,user351,190
1216,user351,206
1217,user352,16
1218,user352,4
1219,user353,200
1220,user353,208
1221,user353,269
1222,user354,195
1223,user354,214
1224,user354,214
1225,user354,263
1226,user354,214
1227,user355,209
1228,user355,209
1229,user355,251
1230,user355,208
1231,user355,219
1232,user356,218
1233,user356,265
1234,user357,206
1235,user357,222
1236,user358,216
1237,user358,203
1238,user359,105
1239,user359,123
1240,user359,177
1241,user359,111
1242,user359,118
1243,user360,102
1244,user360,148
1245,user361,108
1246,user361,187
1247,user361,111
1248,user361,142
1249,user361,181
1250,user362,220
1251,user362,230
1252,user362,238
1253,user362,219
1254,user363,102
1255,user363,99
1256,user363,120
1257,user364,3
1258,user364,31
1259,user364,47
1260,user365,14
1261,user365,16
1262,user366,12
1263,user366,86
1264,user366,21
1265,user367,269
1266,user367,224
1267,user367,239
1268,user367,234
1269,user368,8
1270,user368,36
1271,user368,25
1272,user368,40
1273,user369,5
1274,user369,29
1275,user369,18
1276,user370,14
1277,user370,88
1278,user370,61
1279,user371,221
1280,user371,226
1281,user371,216
1282,user371,216
1283,user372,191
1284,user372,213
1285,user372,204
1286,user373,201
1287,user373,224
1288,user373,224
1289,user373,230
1290,user373,238
1291,user374,8
1292,user374,82
1293,user374,78
1294,user375,4
1295,user375,63
1296,user376,268
1297,user376,198
1298,user376,269
1299,user376,221
1300,user377,217
1301,user377,237
1302,user377,191
1303,user377,221
1304,user377,266
1305,user378,264
1306,user378,196
1307,user379,212
1308,user379,263
1309,user379,211
1310,user380,264
1311,user380,206
1312,user380,269
1313,user381,222
1314,user381,222
1315,user381,197
1316,user382,211
1317,user382,264
1318,user383,194
1319,user383,262
1320,user383,219
1321,user383,219
1322,user384,211
1323,user384,192
1324,user384,220
1325,user384,261
1326,user384,253
1327,user385,204
1328,user385,253
1329,user386,224
1330,user386,231
1331,user387,10
1332,user387,37
1333,user388,102
1334,user388,123
1335,user389,14
1336,user389,78
1337,user390,211
1338,user390,211
1339,user390,203
1340,user391,192
1341,user391,200
1342,user391,208
1343,user392,21
1344,user392,92
1345,user392,9
1346,user392,66
1347,user392,92
1348,user393,215
1349,user393,239
1350,user393,222
1351,user393,246
1352,user394,221
1353,user394,220
1354,user394,220
1355,user394,215
1356,user395,267
1357,user395,200
1358,user395,267
1359,user395,213
1360,user396,19
1361,user396,79
1362,user396,31
1363,user396,33
1364,user397,3
1365,user397,42
1366,user397,7
1367,user397,96
1368,user397,30
1369,user398,99
1370,user398,132
1371,user398,146
1372,user398,122
1373,user398,110
1374,user399,194
1375,user399,266
1376,user400,220
1377,user400,212
1378,user400,200
1379,user400,228
1380,user401,100
1381,user401,154
1382,user401,138
1383,user401,152
1384,user401,129
1385,user402,105
1386,user402,113
1387,user402,123
1388,user402,185
1389,user403,202
1390,user403,197
1391,user404,1
1392,user404,85
1393,user404,81
1394,user404,40
1395,user404,69
1396,user405,105
1397,user405,117
1398,user405,172
1399,user406,103
1400,user406,101
1401,user406,172
1402,user407,211
1403,user407,266
1404,user407,220
1405,user408,215
1406,user408,204
1407,user409,202
1408,user409,264
1409,user409,225
1410,user409,211
1411,user410,214
1412,user410,240
1413,user410,228
1414,user411,212
1415,user411,259
1416,user411,194
1417,user411,265
1418,user411,205
1419,user412,104
1420,user412,113
1421,user413,262
1422,user413,199
1423,user413,212
1424,user413,208
1425,user414,107
1426,user414,184
1427,user414,113
1428,user414,171
1429,user414,171
1430,user415,17
1431,user415,42
1432,user415,15
1433,user416,190
1434,user416,224
1435,user416,224
1436,user416,225
1437,user417,3
1438,user417,40
1439,user418,107
1440,user418,178
1441,user418,172
1442,user418,142
1443,user419,206
1444,user419,263
1445,user420,217
1446,user420,269
1447,user420,246
1448,user421,195
1449,user421,268
1450,user421,225
1451,user421,196
1452,user421,223
1453,user422,205
1454,user422,205
1455,user423,268
1456,user423,210
1457,user423,267
1458,user423,217
1459,user424,269
1460,user424,223
1461,user424,202
1462,user424,200
1463,user424,220
1464,user425,269
1465,user425,196
1466,user425,194
1467,user425,264
1468,user426,214
1469,user426,224
1470,user426,204
1471,user426,225
1472,user426,237
1473,user427,3
1474,user427,33
1475,user427,41
1476,user427,95
1477,user428,195
1478,user428,192
1479,user428,208
1480,user429,218
1481,user429,247
1482,user429,213
1483,user430,2
1484,user430,93
1485,user430,48
1486,user430,10
1487,user430,81
1488,user431,194
1489,user431,191
1490,user431,208
1491,user432,15
1492,user432,94
1493,user432,45
1494,user433,103
1495,user433,130
1496,user433,154
1497,user433,188
1498,user434,217
1499,user434,206
1500,user434,215
1501,user434,204
1502,user435,210
1503,user435,197
1504,user435,206
1505,user435,203
1506,user436,13
1507,user436,1
1508,user436,81
1509,user436,4
1510,user436,14
1511,user437,103
1512,user437,102
1513,user437,162
1514,user438,9
1515,user438,43
1516,user439,268
1517,user439,199
1518,user439,217
1519,user439,217
1520,user440,7
1521,user440,18
1522,user440,15
1523,user440,34
1524,user441,192
1525,user441,209
1526,user441,199
1527,user442,109
1528,user442,164
1529,user442,128
1530,user442,156
1531,user443,18
1532,user443,31
1533,user444,221
1534,user444,202
1535,user445,8
1536,user445,92
1537,user445,34
1538,user446,10
1539,user446,12
1540,user447,102
1541,user447,158
1542,user448,215
1543,user448,216
1544,user449,199
1545,user449,209
1546,user449,263
1547,user449,197
1548,user449,221
1549,user450,216
1550,user450,263
1551,user451,202
1552,user451,191
1553,user451,264
1554,user451,204
1555,user452,25
1556,user452,37
1557,user453,3
1558,user453,33
1559,user453,48
1560,user454,190
1561,user454,195
1562,user454,218
1563,user455,103
1564,user455,186
1565,user455,147
1566,user455,168
1567,user455,136
1568,user456,202
1569,user456,206
1570,user456,263
1571,user456,257
1572,user456,204
1573,user457,219
1574,user457,244
1575,user457,238
1576,user457,212
1577,user457,230
1578,user458,194
1579,user458,191
1580,user458,214
1581,user458,245
1582,user459,269
1583,user459,268
1584,user459,197
1585,user460,13
1586,user460,13
1587,user460,83
1588,user460,27
1589,user461,98
1590,user461,165
1591,user461,159
1592,user462,25
1593,user462,82
1594,user462,79
1595,user463,25
1596,user463,63
1597,user463,92
1598,user464,204
1599,user464,224
1600,user464,259
1601,user465,98
1602,user465,102
1603,user466,212
1604,user466,206
1605,user467,225
1606,user467,262
1607,user467,207
1608,user468,4
1609,user468,84
1610,user468,4
1611,user468,14
1612,user468,55
1613,user469,21
1614,user469,21
1615,user469,69
1616,user469,60
1617,user469,30
1618,user470,10
1619,user470,29
1620,user470,52
1621,user470,2
1622,user471,25
1623,user471,83
1624,user472,208
1625,user472,209
1626,user472,206
1627,user473,199
1628,user473,221
1629,user473,199
1630,user474,20
1631,user474,13
1632,user474,93
1633,user474,80
1634,user474,1
1635,user475,263
1636,user475,200
1637,user475,269
1638,user475,203
1639,user475,223
1640,user476,268
1641,user476,200
1642,user477,8
1643,user477,82
1644,user478,107
1645,user478,159
1646,user478,128
1647,user478,123
1648,user478,184
1649,user479,266
1650,user479,224
1651,user479,221
1652,user479,236
1653,user479,227
1654,user480,13
1655,user480,80
1656,user480,37
1657,user480,59
1658,user480,20
1659,user481,209
1660,user481,223
1661,user481,222
1662,user481,224
1663,user482,21
1664,user482,1
1665,user482,32
1666,user482,79
1667,user482,25
1668,user483,199
1669,user483,201
1670,user483,266
1671,user483,192
1672,user484,213
1673,user484,225
1674,user484,198
1675,user485,2
1676,user485,40
1677,user485,40
1678,user486,99
1679,user486,188
1680,user486,179
1681,user486,127
1682,user486,173
1683,user487,225
1684,user487,243
1685,user488,211
1686,user488,222
1687,user489,200
1688,user489,203
1689,user489,193
1690,user489,266
1691,user489,213
1692,user490,221
1693,user490,213
1694,user491,11
1695,user491,96
1696,user491,97
1697,user491,31
1698,user492,204
1699,user492,199
1700,user492,196
1701,user493,16
1702,user493,39
1703,user494,219
1704,user494,211
1705,user494,242
1706,user494,228
1707,user495,218
1708,user495,239
1709,user495,213
1710,user495,265
1711,user496,265
1712,user496,198
1713,user496,266
1714,user497,24
1715,user497,95
1716,user498,203
1717,user498,260
1718,user498,214
1719,user498,223
1720,user499,17
1721,user499,43
1722,user499,39
1723,user499,49
1724,user499,69
1725,user500,2
1726,user500,43
1727,user500,83
1728,user500,42
1729,user501,214
1730,user501,209
1731,user501,203
1732,user502,196
1733,user502,267
1734,user502,197
1735,user503,21
1736,user503,52
1737,user504,103
1738,user504,159
1739,user504,103
1740,user504,185
1741,user505,264
1742,user505,222
1743,user505,215
1744,user506,268
1745,user506,199
1746,user506,214
1747,user506,269
1748,user507,9
1749,user507,45
1750,user507,92
1751,user507,1
1752,user507,33
1753,user508,12
1754,user508,30
1755,user508,25
1756,user509,20
1757,user509,40
1758,user509,54
1759,user510,219
1760,user510,218
1761,user510,210
1762,user510,196
1763,user510,267
1764,user511,10
1765,user511,88
1766,user511,44
1767,user512,22
1768,user512,54
1769,user513,193
1770,user513,217
1771,user513,206
1772,user513,203
1773,user514,103
1774,user514,177
1775,user514,120
1776,user514,182
1777,user514,126
1778,user515,9
1779,user515,43
1780,user516,203
1781,user516,193
1782,user516,262
1783,user516,215
1784,user516,199
1785,user517,266
1786,user517,202
1787,user517,254
1788,user517,250
1789,user517,264
1790,user518,13
1791,user518,48
1792,user518,32
1793,user518,85
1794,user519,99
1795,user519,170
1796,user519,163
1797,user519,128
1798,user519,113
1799,user520,101
1800,user520,139
1801,user520,171
1802,user520,170
1803,user520,135
1804,user521,269
1805,user521,202
1806,user522,190
1807,user522,221
1808,user523,18
1809,user523,76
1810,user524,191
1811,user524,266
1812,user524,215
1813,user524,210
1814,user525,100
1815,user525,138
1816,user526,214
1817,user526,267
1818,user526,236
1819,user526,263
1820,user526,192
1821,user527,211
1822,user527,203
1823,user527,204
1824,user528,265
1825,user528,224
1826,user528,215
1827,user528,225
1828,user528,268
1829,user529,20
1830,user529,2
1831,user529,9
1832,user529,14
1833,user529,21
1834,user530,12
1835,user530,61
1836,user530,31
1837,user530,43
1838,user531,209
1839,user531,212
1840,user532,199
1841,user532,209
1842,user532,210
1843,user532,209
1844,user533,215
1845,user533,269
1846,user533,222
1847,user533,203
1848,user534,9
1849,user534,69
1850,user535,223
1851,user535,267
1852,user535,207
1853,user535,205
1854,user535,205
1855,user536,16
1856,user536,82
1857,user536,27
1858,user536,14
1859,user537,104
1860,user537,188
1861,user537,99
1862,user537,178
1863,user538,108
1864,user538,183
1865,user538,133
1866,user538,145
1867,user538,112
1868,user539,9
1869,user539,89
1870,user540,99
1871,user540,102
1872,user541,7
